monthly_income,age,gender,house_rent,existing_emi,cibil_score,loan_amount,tenure_months,foir,defaulted
104782.49,56,Male,19757.28,28443.09,760,1764192.65,36,1.0112,1
63284.52,29,Male,17312.7,2758.85,760,647675.35,24,0.7942,0
82066.92,56,Female,27518.88,18777.43,850,282472.26,84,0.6231,0
35280.4,58,Other,9046.5,3651.64,835,1451918.74,60,1.2547,1
75151.59,60,Female,10303.47,19997.46,633,230086.39,24,0.5459,0
28396.84,49,Female,7665.08,2389.05,702,1510644.74,84,1.2649,1
76505.95,44,Male,9657.05,18314.95,660,1908396.49,60,0.908,0
53418.89,25,Male,16988.68,5515.37,768,890358.38,36,0.9669,0
64642.39,46,Male,14813.78,203.49,811,1272038.58,36,0.8765,0
27233.49,34,Female,5345.53,6036.99,634,2329028.41,24,4.4039,1
31334.19,59,Male,3579.98,1242.22,715,1230661.27,24,1.9844,1
66079.52,49,Female,12898.45,15247.98,678,2491729.75,60,1.2458,1
30510.49,26,Female,9940.37,9884.28,774,476805.79,12,2.031,1
61796.57,27,Male,6503.83,20963.63,746,1801441.37,24,1.8032,1
25000.0,57,Male,5466.55,2064.33,796,1666284.64,84,1.4425,1
74913.33,38,Male,24930.37,21218.35,692,2193531.55,12,3.2039,1
26469.23,43,Male,5259.71,3275.4,712,321863.71,12,1.3972,1
64611.65,58,Male,13377.45,20363.01,745,772495.82,12,1.5789,1
67024.63,21,Male,16396.91,18473.42,702,417230.14,36,0.7241,0
34600.18,24,Male,7464.45,895.2,739,2339428.29,36,2.4552,1
65579.16,55,Male,9322.11,9344.9,802,1123924.78,12,1.7994,1
55838.63,43,Other,5842.89,6592.38,850,2284158.03,12,3.8381,1
37443.15,47,Other,9452.63,10289.88,688,806576.79,36,1.2325,1
29605.71,46,Female,9775.86,4251.38,850,403283.44,60,0.77,0
25000.0,28,Male,3164.78,5990.15,687,811689.46,84,0.9221,1
58385.63,36,Male,8917.71,12310.75,776,1533218.46,48,1.0423,1
25000.0,61,Female,4813.93,8536.84,687,2128558.22,24,4.5023,1
51414.32,23,Male,15536.67,16875.45,653,1024937.66,12,2.3923,1
42970.79,52,Female,7189.66,6432.51,799,2295540.78,36,2.0659,1
68842.14,25,Male,22064.84,17434.44,716,686156.94,12,1.4547,1
42149.46,40,Male,4794.06,12236.45,803,1764497.65,12,4.104,1
41575.91,34,Female,13937.87,13080.2,768,1865712.04,12,4.616,1
70681.23,52,Female,16976.7,1685.53,746,757511.01,12,1.2112,1
57961.2,46,Male,15342.0,6128.1,755,164727.71,60,0.4322,0
57415.98,26,Female,11019.41,6435.21,790,976569.62,24,1.0967,0
61984.14,56,Female,18316.22,9425.07,780,208470.75,24,0.6043,0
25000.0,60,Female,3541.04,1481.07,693,2261809.06,36,3.1628,1
71567.36,25,Male,8031.86,12429.25,747,2388460.63,60,1.0115,0
66584.99,33,Male,13242.37,15456.04,817,1864911.8,60,1.04,0
29485.63,52,Male,9241.5,5132.78,722,1844043.0,24,3.4024,1
43388.94,36,Male,12527.76,10110.82,687,678142.41,36,1.0334,1
48066.77,21,Male,11021.18,1117.77,679,277421.38,60,0.378,0
45832.63,33,Male,11138.91,14052.08,775,2025051.13,36,1.9961,1
57926.48,31,Female,7673.71,19038.94,704,1441988.64,24,1.6214,1
100276.17,28,Male,31102.7,21686.49,743,1735906.07,12,2.0564,1
84194.37,45,Male,24983.83,25972.86,701,1971138.56,84,1.0061,1
25435.23,60,Male,6717.89,1170.18,796,1082642.25,84,1.0389,1
66905.4,52,Female,14488.21,18673.77,729,446911.82,84,0.61,0
95269.66,44,Female,32497.89,3972.92,812,2008088.32,60,0.8411,0
59480.53,48,Female,19019.37,8494.03,810,1189037.53,36,1.117,1
84583.14,34,Female,22085.3,9586.36,714,2084618.15,12,2.5527,1
134072.4,23,Male,25869.3,27479.1,806,1150477.95,24,0.7979,0
81785.46,56,Female,20814.86,8630.83,698,620839.38,48,0.5562,0
55528.65,47,Male,13541.23,12386.21,737,510412.04,84,0.6243,0
82664.39,40,Female,16413.88,10629.45,669,1885412.22,60,0.823,0
52703.86,35,Female,9311.11,15878.44,758,1479733.89,60,1.0884,1
49610.19,47,Male,10008.99,11006.48,739,1071046.96,36,1.1304,1
41121.77,61,Female,10012.24,3098.71,753,1281080.21,24,1.7708,1
107120.18,48,Male,22177.49,12602.19,631,1419132.65,84,0.5515,0
32558.24,45,Female,5401.2,9656.69,590,674599.46,24,1.4282,1
105470.21,53,Female,30611.76,14266.74,646,1007597.39,60,0.6332,0
62939.68,34,Male,14656.57,11803.06,752,801787.52,60,0.6974,0
25000.0,28,Male,2922.97,5678.24,763,1032217.23,84,1.051,1
58913.45,34,Female,11316.04,7171.73,793,1301349.31,84,0.692,0
25000.0,21,Female,8030.71,2572.31,693,516058.09,36,1.0999,1
67020.51,36,Male,19356.14,11148.14,733,1044436.15,36,0.9653,0
76314.31,38,Other,13798.52,5739.47,674,1025186.66,48,0.6032,0
36454.57,27,Male,12195.72,3626.27,808,786409.16,12,2.3406,1
52144.49,35,Female,6213.05,1132.97,673,2496391.18,36,1.7082,1
130232.78,44,Other,44319.34,13855.41,796,276706.02,12,0.6345,0
38067.9,33,Female,6145.16,4272.99,703,1643082.73,60,1.2121,1
28869.65,29,Female,2952.6,9718.73,822,518652.66,48,0.9032,0
102829.93,35,Male,21435.1,21224.62,731,2114857.57,48,0.9464,0
130782.85,55,Female,24815.08,36041.64,730,2294071.69,48,0.9187,0
49111.47,44,Female,11530.01,779.99,670,1063547.16,24,1.26,1
81286.2,53,Female,24320.28,3030.99,850,2076348.28,84,0.7739,0
95869.0,36,Female,29777.65,27331.1,784,699782.68,84,0.7207,0
33818.32,28,Male,6774.06,7380.59,753,436164.42,60,0.699,0
38458.96,49,Male,7978.75,2570.74,735,858107.84,24,1.3142,1
90711.3,43,Female,12431.48,12851.83,677,920017.63,24,0.7514,0
113835.21,51,Male,12736.67,21461.96,763,1053658.11,48,0.5396,0
64954.38,60,Male,16907.87,19178.65,715,995101.46,24,1.2696,1
31574.11,34,Male,3666.05,667.61,723,1086746.69,60,0.8856,1
132393.07,50,Female,37527.81,27650.66,777,1804080.08,60,0.7886,0
37590.8,59,Other,8825.29,9433.88,738,689392.32,24,1.3405,1
41457.79,47,Male,6203.98,14189.43,721,144581.43,84,0.5516,0
58172.55,36,Female,13663.61,16434.1,813,1275233.32,60,0.994,0
106625.74,26,Female,15540.64,10308.53,666,1175898.99,84,0.4313,0
75130.96,53,Female,15753.78,18658.98,612,244155.98,12,0.7453,1
60320.83,38,Male,18089.62,16114.54,668,421123.36,24,0.8924,0
61799.11,36,Female,13316.46,15783.95,729,1323810.15,48,1.0245,1
50099.05,32,Male,6872.33,14380.95,765,663401.82,48,0.7665,0
64800.58,40,Female,18206.19,20496.78,671,2206235.91,60,1.3375,1
25000.0,60,Male,3667.3,861.26,850,515901.97,60,0.6298,0
42264.23,49,Female,12029.98,1549.72,731,148294.32,48,0.412,0
55307.34,50,Male,12158.66,15416.37,729,1174153.05,12,2.3749,1
27570.26,46,Male,5884.47,2435.29,636,2466791.47,48,2.6142,1
59466.1,42,Female,18604.49,1218.43,626,1621294.06,24,1.6041,1
44256.8,53,Male,12265.81,6214.99,604,949671.33,48,0.9722,1
117917.19,59,Female,12761.91,33837.15,809,140483.23,36,0.4342,0
107635.94,49,Male,18733.34,4768.03,798,1263876.26,12,1.2561,1
38835.78,42,Male,12339.3,9132.03,719,595518.41,12,1.9081,1
45459.68,33,Female,4754.24,57.53,641,1654609.81,48,1.0466,1
47241.41,29,Female,11163.78,1814.45,701,1499220.38,36,1.3137,1
39111.44,44,Female,11027.72,4802.79,812,736513.06,24,1.2824,1
54041.77,35,Male,13805.73,1581.31,687,265318.56,48,0.4116,0
33552.24,56,Male,9734.61,9933.66,661,1912046.08,24,3.2422,1
27852.9,33,Male,7838.45,8423.4,695,1505113.83,36,2.353,1
66926.86,47,Female,18271.55,17698.79,700,2121103.0,48,1.3566,1
67155.41,57,Female,20508.25,5699.34,767,723520.04,48,0.6687,0
32788.8,27,Other,8571.73,6004.82,576,1666868.96,24,2.8139,1
76701.59,28,Female,15386.69,4944.64,731,384833.2,48,0.3947,0
35746.62,57,Male,7791.95,3519.16,674,800343.78,36,1.0494,1
55635.83,61,Female,15532.48,10047.93,685,1675693.87,48,1.2382,1
73878.12,34,Female,23572.77,19005.5,769,2081395.13,60,1.1889,1
48203.83,32,Male,8100.88,1596.95,635,870221.2,36,0.7922,1
61535.56,56,Other,11416.03,6390.09,731,2017248.54,12,3.1867,1
37865.1,60,Other,12597.15,12280.31,751,1726605.9,24,2.7823,1
44434.29,37,Female,10869.87,6673.73,757,936819.45,84,0.7558,0
44226.1,60,Female,6401.31,14532.89,765,2203352.65,84,1.3264,1
33749.16,49,Male,8974.7,11710.63,757,1322149.76,36,1.8955,1
44873.96,47,Male,15602.25,8271.66,766,1655792.37,84,1.1638,1
25000.0,21,Male,7646.58,2520.39,662,1289515.22,12,4.9655,1
38346.68,54,Female,10983.84,10613.28,808,1186527.91,12,3.2979,1
42512.88,24,Other,6462.45,2370.47,643,2135146.52,36,1.852,1
43127.24,44,Male,13759.1,3804.53,744,807290.6,12,2.0617,1
43445.01,41,Male,10055.23,11934.69,675,187910.13,12,0.8884,1
47530.07,53,Male,15320.01,7213.93,608,2211478.34,84,1.2708,1
62300.25,27,Female,11367.11,4394.55,682,2080057.49,60,0.9789,1
75906.57,21,Other,8768.18,17298.65,712,979745.14,48,0.677,0
35423.03,61,Male,7757.43,9084.83,810,545082.73,84,0.7389,0
26860.16,23,Male,4497.99,1175.8,838,1721280.74,84,1.3085,1
29114.1,35,Other,8117.22,2822.41,711,289026.17,60,0.5916,0
38422.5,51,Male,13035.86,2975.7,629,1117011.41,48,1.1681,1
41111.34,36,Male,11212.85,5465.72,635,306069.57,12,1.0637,1
33356.3,30,Female,10731.84,8912.99,770,1534983.22,48,1.7783,1
25640.84,49,Female,5468.06,6405.03,766,165300.12,60,0.6032,0
39024.29,26,Female,11430.61,9049.08,680,1610172.1,24,2.4479,1
53675.57,49,Female,16680.27,118.08,643,1715693.38,24,1.8027,1
66006.91,37,Female,18331.37,3283.85,784,1269146.74,48,0.8244,0
37096.89,42,Female,8418.93,2899.28,640,520017.59,24,0.9584,1
39874.85,44,Female,10226.56,3795.47,691,343345.45,36,0.6336,0
30842.56,37,Female,8485.61,1580.66,750,851901.64,24,1.6137,1
48256.24,41,Female,7878.85,6930.1,589,1216496.03,48,0.9584,1
32073.51,31,Female,9698.86,843.96,781,1641299.96,12,4.8515,1
65288.02,27,Male,22040.01,17138.61,850,103000.31,60,0.6344,0
25000.0,59,Male,5407.75,6892.56,727,1806553.41,24,3.86,1
40953.2,25,Female,11273.06,8231.32,717,1810508.64,48,1.6189,1
56985.59,41,Male,16198.52,1789.16,722,1166890.74,60,0.7609,0
53740.24,38,Male,14271.36,16741.65,734,924175.47,36,1.1401,1
188436.59,55,Female,44617.79,63686.39,672,2121540.56,12,1.5698,1
58390.01,40,Male,18708.86,4135.6,646,1983009.96,84,0.9727,1
29672.4,35,Other,6297.42,7317.92,697,2459862.61,60,2.2613,1
46735.9,25,Male,5387.52,13772.07,729,992633.93,84,0.7736,0
25000.0,33,Female,7778.48,4723.63,655,2276398.25,60,2.4799,1
47084.55,32,Male,12641.98,5328.23,632,309764.53,48,0.5517,0
32320.98,41,Female,10094.32,5413.62,691,1087518.56,36,1.5814,1
77473.8,57,Male,10430.83,13890.59,633,1216897.88,24,1.046,1
37243.39,26,Other,4010.68,5222.38,763,1158098.36,36,1.2659,1
46240.76,27,Male,15425.62,15048.82,496,1600235.65,12,3.7176,1
35675.56,46,Male,4885.13,9288.46,644,508498.81,84,0.6413,0
116941.1,28,Female,35364.52,9876.33,811,2179485.21,24,1.2555,0
41746.82,29,Other,12766.28,8555.8,705,1424233.64,84,1.0949,1
122550.51,47,Male,33968.1,29539.72,731,2270102.92,36,1.1247,0
73649.74,24,Female,9781.83,3612.87,711,106315.95,12,0.3095,0
62382.08,41,Male,16646.64,7825.77,679,1611971.47,60,0.9541,1
58945.38,51,Female,18996.43,18682.26,791,1089898.83,60,1.0412,0
59688.74,41,Female,12318.74,11848.85,682,1312237.75,84,0.7813,0
25000.0,60,Male,5084.48,1898.73,666,1885130.83,84,1.5704,1
42640.44,45,Female,8984.96,1832.46,762,645164.2,60,0.5827,0
74800.44,59,Male,9018.54,13567.26,594,591758.64,84,0.4374,0
47836.84,35,Female,15451.61,9169.84,701,1787218.76,60,1.327,1
25000.0,55,Female,7932.39,2926.13,686,1351277.82,84,1.3598,1
47753.03,61,Other,16688.6,10536.5,700,660733.84,24,1.215,1
114927.04,57,Female,28306.05,2762.8,688,1261644.72,84,0.4583,0
91440.69,48,Male,26316.44,4645.09,744,1202940.17,60,0.6246,0
47524.37,34,Male,7160.4,9086.46,791,1759466.63,24,2.0674,1
78883.29,24,Male,21052.55,1706.68,749,106386.65,24,0.3514,0
40812.61,40,Male,10710.59,12583.27,698,1508224.64,36,1.7806,1
25000.0,54,Male,8132.55,1243.78,761,1553627.56,60,1.7262,1
30877.0,32,Female,9500.8,7283.02,768,1889224.33,48,2.1249,1
107092.09,53,Male,35834.79,14663.18,743,2234153.12,84,0.8287,0
42744.83,44,Female,13559.02,5981.1,788,1156455.51,60,1.0454,1
43404.05,40,Male,13766.61,11619.76,567,922048.54,48,1.1339,1
42196.01,25,Other,4891.82,7376.36,721,345568.91,60,0.4688,0
127015.99,58,Male,39564.27,32259.45,740,908406.03,24,0.8988,1
110523.06,50,Male,27837.4,19542.35,623,264363.19,60,0.4807,0
148655.99,44,Male,29004.44,30848.63,734,2026768.49,60,0.6991,0
45273.51,60,Male,5167.0,12054.08,779,2036814.75,60,1.3586,1
56829.58,27,Male,15310.94,12079.59,705,1101370.38,60,0.9033,1
25000.0,56,Female,4551.26,5386.63,762,723138.96,36,1.3445,1
102587.07,58,Female,22255.66,28337.3,786,383248.18,84,0.5571,0
27340.11,36,Male,7393.64,9081.85,807,2142969.2,36,3.1687,1
54632.69,35,Male,17916.44,7203.36,795,2205988.67,24,2.3418,1
28320.71,43,Female,8676.31,5720.53,808,739095.08,24,1.7247,1
36518.22,32,Female,7765.57,1102.69,687,1592225.32,48,1.3697,1
32253.08,49,Female,6352.11,4050.39,694,720768.8,24,1.3641,1
36172.79,35,Other,5785.65,5216.74,559,640303.91,36,0.8837,1
37437.89,49,Male,7229.51,10944.33,650,150899.32,24,0.6733,0
37267.08,41,Female,4761.3,6696.42,799,1485182.6,48,1.3375,1
74359.52,35,Female,25488.69,19026.61,680,459859.7,48,0.7585,1
28213.86,34,Female,6869.49,187.7,745,129690.84,36,0.4006,0
54735.66,36,Female,7222.45,8898.51,735,351642.79,24,0.594,0
90127.41,35,Female,16962.11,28431.7,800,853046.06,84,0.6657,0
37926.37,24,Male,8979.44,2977.59,588,1705991.66,48,1.4778,1
34236.26,47,Other,7984.63,377.72,742,586295.33,24,1.0424,1
43684.02,43,Female,4756.13,6626.56,741,2230217.35,24,2.6401,1
88420.81,49,Female,29860.61,21800.25,664,792372.18,84,0.7377,0
54016.99,61,Female,9120.44,8592.06,782,894943.09,36,0.8703,0
37586.22,29,Male,3910.7,6051.1,629,623145.23,36,0.8078,1
62438.56,27,Female,7437.12,14637.58,789,709132.81,24,0.8829,0
28250.15,24,Female,6922.66,2515.28,579,277924.27,60,0.548,0
68918.49,25,Female,9265.84,18136.69,661,807449.39,60,0.6523,0
60132.37,25,Male,6640.49,3222.48,710,2163081.9,12,3.3433,1
42028.19,31,Male,8191.57,5821.44,734,1752218.9,12,4.0182,1
32231.74,61,Male,8241.34,7400.5,598,2200643.69,12,6.5196,1
31465.89,48,Female,4026.37,9122.88,787,351661.63,36,0.7838,0
64049.32,36,Male,11422.04,17743.96,768,1193479.91,24,1.3238,1
90625.44,61,Other,18527.48,22891.08,843,650211.7,84,0.5799,0
35644.36,50,Female,4985.4,4479.92,765,1830917.42,84,1.1451,1
61647.83,24,Female,13964.37,2638.93,672,2428570.78,48,1.2875,1
25000.0,22,Male,3032.59,1897.3,650,2056862.75,24,4.0318,1
36595.89,23,Female,4085.19,11077.28,692,184667.6,24,0.6495,0
48265.41,41,Female,11099.06,14482.81,850,859983.27,12,2.1048,1
31106.07,26,Male,5038.38,10359.76,723,168591.26,24,0.7476,0
30691.68,38,Male,3800.96,816.28,725,196400.72,84,0.26,0
35105.4,25,Female,7230.95,6595.71,809,290836.73,12,1.1261,1
56732.15,29,Male,18652.69,12880.41,644,763184.63,24,1.1828,1
44637.76,40,Other,12545.36,11102.75,755,830086.64,48,1.0104,1
25000.0,48,Female,7597.6,5633.8,753,1061088.43,60,1.4521,1
25000.0,46,Male,7949.46,6737.6,782,1071834.63,60,1.5197,1
36191.06,38,Female,12419.21,4553.38,775,1951381.63,36,2.2342,1
61626.26,39,Female,17921.63,3870.22,716,439367.78,48,0.5379,0
25000.0,23,Male,6302.55,1790.1,630,478577.48,84,0.6515,1
38182.59,29,Female,7306.49,160.08,683,1603813.72,24,2.1533,1
37679.67,56,Female,5479.03,4620.0,774,1472181.17,48,1.2778,1
98141.82,51,Female,26661.7,3151.37,840,469611.29,24,0.5268,0
40436.54,37,Male,14101.74,4549.96,640,2145434.62,48,1.8325,1
59367.04,43,Male,12873.13,13053.24,636,889742.59,48,0.8241,1
52608.27,54,Female,14778.71,16469.93,617,980721.64,60,0.9993,1
25000.0,61,Male,5594.33,7346.55,670,1109104.19,48,1.6643,1
71977.12,61,Female,14970.04,6365.37,781,874484.49,36,0.6942,0
54595.04,25,Male,11059.67,2562.1,805,1437892.13,24,1.477,1
63204.72,35,Female,14294.14,4271.08,584,1032754.54,12,1.7379,1
349101.8,23,Male,66931.16,118640.62,641,722643.34,48,0.5851,0
25000.0,39,Other,7179.83,4807.9,629,2270739.68,12,8.5072,1
116116.39,48,Male,36990.97,7417.02,663,840041.78,60,0.5397,0
42458.24,23,Female,13617.26,12493.81,705,1776373.42,12,4.3127,1
56594.35,58,Male,8881.05,7827.96,694,933344.25,36,0.8352,0
47917.87,24,Female,15524.3,15081.08,753,1144527.97,36,1.4207,1
39651.41,44,Other,7350.89,3617.68,594,666264.46,60,0.642,0
36867.42,51,Female,6537.59,5073.98,686,1905591.09,84,1.2,1
57800.6,31,Female,16281.79,10215.2,808,1869287.8,36,1.5172,1
25000.0,57,Female,4404.35,7810.38,811,153375.87,24,0.7745,0
71345.5,21,Female,8079.28,21693.68,828,244465.7,84,0.476,0
39811.17,29,Male,7699.66,8003.01,745,2313703.49,36,2.2971,1
27860.5,37,Male,7811.15,2162.57,677,2233184.43,84,1.7305,1
39143.65,21,Male,7113.95,5526.1,731,1314609.26,48,1.1909,1
91910.87,23,Male,23656.92,31384.95,850,1284057.74,36,1.0562,0
37508.86,46,Male,9940.97,7978.91,685,2049818.02,84,1.4135,1
58643.19,51,Female,16621.48,16032.12,839,432280.35,24,0.9004,0
34013.81,46,Female,11030.09,5355.56,561,1668877.89,60,1.5485,1
71607.92,43,Female,14904.55,13333.58,757,1242359.19,36,0.9623,0
69061.58,50,Female,9779.67,10368.49,762,1883994.47,24,1.5632,1
123538.04,30,Female,22203.67,30393.12,744,172246.7,48,0.4618,0
44901.12,28,Female,9341.31,13381.2,748,1522541.32,12,3.503,1
68482.08,45,Female,19070.4,12160.86,754,1436147.72,12,2.3095,1
51484.38,42,Female,5317.33,8665.01,757,2118035.99,60,1.1661,1
93707.72,35,Male,16768.65,11160.61,698,1724407.11,60,0.6982,0
34220.62,61,Female,10093.74,2121.13,702,2212384.86,12,6.0709,1
71146.94,30,Male,19047.06,23388.61,631,2229455.97,12,3.366,1
44473.61,40,Male,12583.14,4920.02,767,1079593.6,60,0.9214,0
47472.5,61,Male,14381.92,13303.79,804,429841.92,12,1.3835,1
51322.07,43,Female,15181.53,12849.58,833,1612680.77,36,1.5749,1
55610.1,21,Female,15045.08,15394.05,666,2196990.64,84,1.2238,1
46253.18,22,Female,9709.25,15164.98,607,279888.03,24,0.8198,1
54576.39,39,Female,18877.95,11907.46,744,1439015.86,84,1.0155,1
107910.67,34,Female,26143.33,33914.45,644,375998.86,60,0.6323,0
80235.78,28,Male,12090.91,4709.36,757,164790.38,24,0.3051,0
75703.32,58,Male,13112.06,16605.48,576,1731124.85,48,0.9836,1
39035.64,32,Male,10671.98,10551.19,790,1736439.07,48,1.6934,1
31425.65,46,Female,10407.7,2987.77,729,1541579.31,36,2.0323,1
79035.33,47,Female,11434.83,20491.0,595,2162134.73,48,1.111,1
75964.65,49,Male,9160.32,20697.85,739,294103.46,60,0.4772,0
102368.6,35,Female,32797.14,29780.64,726,352624.63,36,0.7241,0
36243.3,21,Male,11917.5,3968.97,753,2174885.05,84,1.4658,1
43705.34,48,Male,7390.35,10426.45,772,1307864.13,36,1.3873,1
25000.0,23,Female,4858.04,2662.22,562,755326.74,60,0.9577,1
40286.21,38,Female,10677.74,10420.6,689,1871576.75,12,4.6297,1
80683.17,54,Male,14723.27,13073.96,714,2246568.93,24,1.6423,1
38822.39,52,Female,12395.59,8119.33,700,1755047.89,60,1.5113,1
67524.1,49,Female,8568.45,9827.73,697,2000638.23,12,2.8911,1
44566.98,45,Female,4879.89,2526.68,788,777993.38,12,1.709,1
57643.25,46,Female,8768.78,3591.77,607,793060.86,48,0.57,0
27616.1,59,Male,4736.77,749.75,701,2173897.31,84,1.5465,1
51154.45,28,Male,6559.62,11066.01,706,1575670.84,36,1.353,1
25000.0,39,Female,2910.57,7425.59,712,661990.6,36,1.2804,1
44647.43,42,Male,12898.73,325.61,656,1357988.36,48,1.0823,1
25000.0,49,Other,3526.73,579.6,850,1746065.13,48,1.9694,1
89589.85,53,Other,29428.52,14344.54,783,624517.8,36,0.7168,0
72308.99,58,Male,13883.32,18670.34,850,1671775.38,60,0.9529,0
61903.72,55,Female,16568.62,3416.94,761,201147.64,60,0.3935,0
104872.76,23,Female,16396.91,9971.09,769,828859.9,60,0.4233,0
30501.82,39,Male,4882.75,2476.81,719,1717532.35,60,1.4656,1
117439.85,30,Male,28617.43,16402.58,821,458437.76,48,0.4842,0
78127.37,47,Male,18763.13,6152.49,756,633277.67,24,0.6967,0
43552.5,35,Other,12725.27,5374.79,707,2209823.9,24,2.7804,1
86492.25,31,Male,25035.47,22054.65,840,1718370.64,36,1.1949,1
28193.68,46,Female,7546.66,6029.31,635,1297404.9,24,2.6263,1
32459.32,44,Female,6890.55,922.29,672,606144.14,60,0.6467,0
36159.87,33,Female,11667.35,8071.28,850,919383.18,48,1.203,1
37628.28,52,Male,9619.47,6283.06,763,1478393.2,60,1.2769,1
28903.59,57,Male,10045.43,9454.31,548,472750.23,12,2.1202,1
90358.61,24,Male,27545.14,9149.4,786,1256185.79,48,0.7654,0
43069.6,33,Male,4784.06,10946.5,653,1081538.55,12,2.5846,1
58469.03,29,Male,10533.11,14956.45,682,1244049.62,12,2.3165,1
36857.87,54,Male,8955.32,2857.42,850,353345.97,36,0.6344,0
25000.0,57,Male,7009.18,7903.21,827,355593.01,12,1.8536,1
56107.72,27,Female,13330.3,9645.71,849,2413866.29,24,2.4147,1
25000.0,21,Male,7413.32,5940.23,680,2450482.56,24,5.1026,1
47367.09,32,Male,8083.85,2418.06,701,1122795.18,12,2.3167,1
25000.0,41,Female,3649.45,2255.78,734,1993589.09,36,2.8469,1
132407.29,31,Female,15025.47,27161.7,776,1673899.42,12,1.4359,1
77317.95,34,Male,18813.65,8633.29,697,380600.45,48,0.4822,0
51682.62,54,Female,14065.42,9038.9,842,812028.78,48,0.8531,0
92212.72,54,Male,16740.06,12070.81,751,852763.38,48,0.5515,0
32107.41,45,Female,8135.89,7198.28,816,1529858.64,48,1.7091,1
64327.32,24,Male,7271.52,10967.86,669,1491944.11,12,2.3334,1
54171.23,46,Male,6761.83,87.4,692,2316420.86,60,1.0562,1
55938.61,36,Female,15407.66,12719.78,735,1996087.15,60,1.2787,1
92612.25,30,Female,17783.17,13682.77,690,2156434.4,84,0.7384,0
70703.2,22,Other,18936.68,8455.71,788,2238948.67,48,1.2059,1
56633.83,55,Male,17439.27,1866.16,789,2023064.01,84,0.9525,0
25000.0,39,Male,7828.89,1928.23,704,898915.03,84,1.0059,1
30332.56,26,Female,4338.83,2375.65,762,616031.13,36,0.8863,1
46103.56,39,Female,10215.23,15093.35,850,1472241.61,36,1.5944,1
51363.66,28,Female,14560.66,7775.41,787,1754963.96,12,3.4546,1
27858.63,34,Male,8176.37,410.16,762,1027763.13,60,1.1103,1
163707.79,30,Female,48485.17,7953.88,804,2136012.76,12,1.4979,0
104631.2,23,Female,16431.47,2894.25,829,2405359.82,24,1.2562,1
66241.28,58,Female,9812.57,13652.61,818,1466549.74,48,0.9264,0
50818.64,49,Female,12577.77,3319.35,715,1195820.95,24,1.4096,1
44085.91,35,Male,12576.45,7692.78,778,2122929.08,24,2.7041,1
30456.08,43,Female,5475.54,3944.72,700,158246.91,84,0.3983,0
50957.14,43,Male,6429.58,14337.14,716,409630.28,36,0.6707,0
55763.58,38,Male,15568.44,6255.08,751,2129578.38,60,1.2217,1
26347.26,39,Female,4608.78,4225.91,625,1856868.61,84,1.5421,1
57935.65,48,Male,8203.15,14625.85,743,1098728.08,84,0.7188,0
45359.3,46,Other,6211.09,6879.78,675,2233244.46,48,1.5611,1
25000.0,30,Other,4468.18,6940.64,642,943499.89,12,3.7919,1
31882.34,24,Female,7912.22,7383.62,771,1621228.86,48,1.794,1
39862.74,22,Female,7558.0,5727.68,703,1622402.73,12,3.9304,1
125975.64,23,Female,13248.29,22221.31,734,542396.54,12,0.6621,0
64749.2,27,Male,8043.61,21918.98,704,783644.17,60,0.7259,0
25141.1,36,Male,4340.0,5821.77,679,2298416.61,24,4.6651,1
62506.02,51,Male,16559.48,19798.68,727,540195.65,12,1.3455,1
25000.0,30,Female,3115.72,1564.14,631,516579.09,60,0.6365,0
84233.29,39,Female,20229.82,14246.6,713,1251077.14,24,1.1015,1
38732.63,48,Male,5034.14,12318.2,848,321273.68,84,0.59,0
46778.64,37,Male,7152.63,5281.97,642,2247102.85,84,1.0883,1
95120.36,48,Male,13606.69,32215.6,812,340357.93,24,0.6485,0
25755.88,39,Female,3008.47,875.11,850,1579737.94,48,1.736,1
25000.0,57,Female,6695.81,7898.37,668,915476.46,48,1.5302,1
36614.53,43,Female,7903.28,5705.43,741,2030254.93,48,1.8048,1
82387.53,40,Female,25355.86,2126.46,635,1515545.79,36,0.9358,1
25000.0,33,Female,3118.07,7695.81,625,1031934.74,24,2.3564,1
25000.0,33,Female,3404.58,2204.48,730,2461295.16,36,3.4475,1
39121.23,31,Female,6909.37,304.66,746,258954.37,48,0.3555,0
64593.59,35,Female,18826.87,3070.29,683,1486687.13,60,0.8394,1
89333.41,37,Female,15761.96,20608.34,646,2474963.95,48,1.1232,1
38887.16,48,Male,7859.28,13308.51,669,1758286.34,12,4.5405,1
39906.19,39,Female,6999.58,1556.81,777,1875447.12,60,1.2362,1
87286.44,24,Male,10479.27,14112.63,778,177018.75,60,0.3258,0
25000.0,42,Male,8371.46,1580.57,761,151271.59,24,0.6801,0
40365.86,42,Male,9572.15,10525.91,694,186664.27,36,0.6493,0
53917.58,57,Other,16011.27,2227.91,650,2480137.37,12,4.4037,1
61365.89,59,Female,16236.76,5151.34,805,2450847.43,60,1.2169,1
37990.7,54,Male,8683.29,2611.56,826,902821.42,36,1.0753,1
49872.27,53,Other,6105.34,9644.4,685,798356.36,36,0.8399,1
25000.0,60,Male,6517.08,7640.36,709,450300.99,12,2.1582,1
35273.1,53,Female,4897.41,6309.71,624,889936.72,12,2.5476,1
61497.66,32,Female,12520.66,1253.64,754,988359.83,48,0.6394,0
